restaurant_id,restaurant_name,dish_name,dish_desc,price,num_purchases,num_likes,num_dislikes,restaurant_district,restaurant_city,restaurant_rating,num_ratings,restaurant_type,city_id,Latitude,Longitude,avg_price
4740,GUTA CAFE - 107H Trương Định,Bánh mì que pate chà bông,Bánh Mì Que Pate Chà Bông sự kết hợp của pate thơm ngon và chà bông đậm đà,7000,0,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Matcha Chanh Dây,,35000,0,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Matcha Phúc Bồn Tử,,35000,1,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Ô Long sữa Matcha,,35000,0,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Matcha Latte,,35000,2,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Cà phê đen đá,"Một ly cà phê đen đá đậm đà, mạnh mẽ và độc đáo, món đặt trưng tại Guta ",20000,10,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Cà phê sữa đá,Sản phẩm kết hợp hương vị đắng của cà phê Robusta và Arabica với sự ngọt ngào của sữa.,20000,41,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Bạc xĩu,"Bạc xĩu tại Guta kết hợp vị ngọt ngào và xíu đắng của cà phê cùng thạch cà phê nhỏ dai, mang lại trải nghiệm thú vị",25000,35,1,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Americano,"Americano đá có hương vị cà phê loãng, mát lạnh, phù hợp cho người yêu thích cà phê lạnh không quá mạnh ",29000,1,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Cafe latte,"Cafe latte có vị đắng nhẹ và hương thơm của espresso nhẹ nhàng, phần sữa thơm béo ngậy và ngọt dịu",40000,8,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Cappuccino,"Ly cappuccino đá với cafe espresso đậm đà, sữa bọt mịn và đá lạnh, tạo nên một thức uống tinh tế, thơm dịu",35000,0,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Hot Americano,"Americano nóng là cà phê loãng nhẹ nhàng hơn, thích hợp để bạn cảm thấy tỉnh táo và ấm áp trong ngày lạnh",29000,0,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Cà phê sữa nóng,Sự kết hợp hài hòa giữa cafe đắng và vị ngọt của sữa với phiên bản ấm áp và đầy năng lượng.,20000,4,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Cà phê đen nóng,"Cafe đen nóng, với vị đắng đậm đà của cafe tự nhiên, giúp bạn tỉnh táo và sẵn sàng cho mọi thử thách",20000,0,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Hot cappuccino,Cafe espresso đậm đà kết hợp với lớp sữa bọt mịn mang lại một thức uống hấp dẫn kết hợp giữa vị đắng và vị ngọt,35000,1,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Hot latte,"Latte nóng với lớp sữa mịn và hương thơm cà phê nhẹ nhàng, nóng ấm phù hợp cho những ngày lạnh",40000,1,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Bạc xĩu nóng,"Vị ngọt ngào của sữa pha chút vị đắng của cà phê, một thức uống nhẹ nhàng để làm ấm và kích thích vị giác ",25000,1,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Hot espresso,"Espresso nóng, hương vị mạnh mẽ và đặc trưng của cà phê nguyên chất",25000,0,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Trà cam đào,"Hương vị thanh mát của cam và đào hòa quyện trong một ly trà, tạo nên một trải nghiệm hòa quyện giữa chua ngọt, sảng khoái",35000,8,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Trà vải kumquat,"Một ly trà trái cây thanh mát với hương thơm đặc trưng của vải và vị chua chua của tắc, lý tưởng cho những ai yêu thích loại trái cây này ",35000,1,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
4740,GUTA CAFE - 107H Trương Định,Trà lài đác thơm,Hương thơm thanh mát dịu nhẹ của trà lài có thêm topping đác thơm dai giòn,35000,5,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717285,106.6885986328125,45000
